Applicant_ID,Age,Education_Level,Years_with_Current_Employer,Years_at_Current_Address,Household_Income_(Thousands_NIS),Debt_to_Income_Ratio_(%),Credit_Card_Debt_(Thousands_NIS),Other_Debt_(Thousands_NIS),y
5646,38,high school,8,1,98,30.6,7,7,0
5647,30,graduate professional education,10,17,128,9.4,2,15,0
5648,43,high school,20,26,94,5.1,1,10,0
5649,26,high school,11,7,128,2.3,0,8,0
5650,35,graduate professional education,7,9,165,3,17,7,0
5651,40,graduate professional education,15,14,64,13,0,2,0
5652,40,university,0,8,83,5.2,2,5,0
5653,27,graduate professional education,16,13,282,4.6,0,7,0
5654,51,high school,7,4,454,16.3,7,15,0
5655,36,university,3,8,109,2.6,1,18,0
5656,37,graduate professional education,1,6,143,17.1,2,5,0
5657,24,university,11,12,300,3.6,10,5,0
5658,41,high school,9,12,143,8.8,1,23,0
5659,33,university,10,2,79,10.1,5,15,0
5660,32,high school,7,2,233,8.2,3,5,0
5661,41,high school,8,1,128,7,17,20,0
5662,39,university,1,6,56,5.3,8,12,0
5663,38,high school,11,14,120,5.8,4,10,0
5664,50,high school,13,15,225,10.2,12,8,0
5665,52,graduate professional education,0,10,86,3.8,3,2,0
5666,34,high school,11,14,394,0.7,23,63,0
5667,41,high school,7,3,496,8.2,1,7,0
5668,54,university,8,14,192,4.7,1,4,0
5669,21,high school,3,0,376,17.6,4,4,0
5670,29,high school,19,8,192,19.6,0,5,0
5671,51,high school,8,15,368,19.9,2,10,0
5672,35,high school,10,9,79,5.8,3,1,0
5673,39,high school,16,2,124,1.8,6,10,0
5674,39,graduate professional education,11,11,158,5.7,10,7,0
5675,36,high school,8,2,53,4.4,5,1,0
5676,36,high school,5,16,135,5.6,18,14,0
5677,37,high school,12,13,169,3.7,18,35,0
5678,41,graduate professional education,5,8,124,21,1,4,0
5679,30,university,13,3,75,4.1,6,6,0
5680,33,high school,8,13,79,5.8,0,18,0
5681,45,high school,12,25,79,9.6,3,1,0
5682,31,0,0,0,128,17.1,8,2,0
5683,36,high school,10,9,98,8.8,1,1,0
5684,51,university,1,2,222,1.5,2,1,0
5685,30,high school,4,8,128,7.6,20,6,0
5686,39,high school,12,7,64,5,6,6,0
5687,29,university,0,16,282,4.2,10,4,0
5688,35,university,15,5,68,5.3,3,20,0
5689,29,university,6,4,83,7.7,4,14,0
5690,40,university,6,9,207,15.2,3,12,0
5691,36,university,19,5,285,8.9,0,12,0
5692,45,university,8,5,124,10.9,2,7,0
5693,50,high school,22,9,169,6.7,23,27,0
5694,41,high school,11,2,131,2.7,1,14,0
5695,39,high school,4,15,124,3.1,4,8,0
5696,28,high school,19,19,240,20,2,6,0
5697,37,high school,9,3,56,9.8,8,4,0
5698,46,university,4,22,79,9.5,12,19,0
5699,50,high school,6,1,195,5.5,6,3,0
5700,31,university,0,7,98,6.8,8,10,0
5701,45,university,11,8,143,13.3,1,4,0
5702,26,high school,13,1,79,1.6,2,2,0
5703,35,high school,10,8,229,6.8,12,1,0
5704,37,high school,5,1,116,14.4,5,47,0
5705,36,graduate professional education,0,2,60,7,8,8,0
5706,33,high school,23,2,214,18.2,1,9,0
5707,55,high school,16,1,300,8.9,1,1,0
5708,26,high school,0,16,443,9,1,2,0
5709,56,university,12,2,195,13,2,5,0
5710,31,university,9,23,436,1,0,15,0
5711,43,graduate professional education,0,17,124,5.9,2,8,0
5712,29,high school,15,4,105,2.9,0,2,0
5713,40,university,6,8,214,9.4,2,31,0
5714,46,university,22,7,101,2.3,3,9,0
5715,34,0,7,1,192,15.6,0,4,0
5716,30,university,0,3,94,9.5,1,3,0
5717,33,graduate professional education,19,5,376,22.8,12,2,0
5718,34,high school,2,4,83,7.6,14,4,0
5719,47,graduate professional education,10,3,496,17.3,2,12,0
5720,31,high school,1,15,135,18.8,13,15,0
5721,33,high school,8,0,165,2.6,0,10,0
5722,33,high school,13,2,105,7.8,10,19,0
5723,28,high school,8,10,105,22.9,3,16,0
5724,40,high school,4,0,177,6.7,3,3,0
5725,47,high school,13,2,229,5.8,3,5,0
5726,24,0,21,2,109,3.2,3,6,0
5727,31,high school,18,6,597,5.1,2,2,0
5728,36,university,10,1,143,4.4,7,4,0
5729,34,0,21,1,146,19,12,2,0
5730,30,0,5,14,128,7.7,3,48,0
5731,31,high school,20,5,120,4,4,10,0
5732,32,high school,16,2,158,17.2,3,9,0
5733,39,university,11,19,285,3.3,4,2,0
5734,31,0,6,11,83,5.8,4,2,0
5735,45,high school,26,9,192,13.2,1,12,0
5736,26,high school,16,4,68,5.5,2,6,0
5737,34,high school,10,9,98,1.6,2,7,0
5738,38,0,0,10,83,1,0,0,0
5739,41,university,0,6,376,6.7,6,6,0
5740,34,high school,1,11,131,10.6,2,6,0
5741,46,university,10,4,83,12.1,5,8,0
5742,36,high school,14,16,98,6.7,2,7,0
5743,28,0,2,5,124,12.1,0,48,0
5744,50,high school,12,7,101,2.7,4,5,0
5745,31,high school,0,7,113,6,17,13,0
5746,39,graduate professional education,25,0,304,8.2,1,9,0
5747,34,university,10,10,101,7.3,4,14,0
5748,51,high school,9,3,240,19.1,3,1,0
5749,32,high school,9,5,368,6.2,0,16,0
5750,22,high school,0,15,214,8.2,13,4,0
5751,36,high school,7,4,150,7.7,1,8,0
5752,45,high school,18,13,218,6.8,10,3,0
5753,37,university,2,1,131,7.4,5,4,0
5754,50,high school,22,2,98,4.8,8,2,0
5755,26,high school,11,22,282,7.6,9,20,0
5756,29,university,5,7,64,22.8,5,5,0
5757,33,high school,5,9,252,10.1,12,11,0
5758,26,university,24,16,135,12.9,3,9,0
5759,33,high school,4,16,68,2.6,6,4,0
5760,26,high school,20,17,124,11.1,2,4,0
5761,28,university,14,6,203,17.1,3,4,0
5762,25,graduate professional education,4,12,98,8.9,3,4,0
5763,27,university,21,1,83,4.2,6,5,0
5764,26,high school,0,8,214,3,2,22,0
5765,42,university,8,26,105,3.1,1,7,0
5766,39,university,13,11,233,5.2,3,14,0
5767,43,university,11,11,101,18.2,1,10,0
5768,27,high school,22,13,105,13.8,3,13,0
5769,38,high school,10,3,146,19,2,3,0
5770,39,high school,13,1,90,17.3,2,3,0
5771,39,high school,1,1,357,8.5,4,16,0
5772,27,university,0,14,124,16.7,16,3,0
5773,33,university,16,10,75,4.6,1,11,0
5774,33,high school,1,15,143,1.8,8,3,0
5775,33,high school,11,10,101,4.5,0,8,0
5776,30,0,11,25,113,3.8,4,11,0
5777,22,university,8,5,195,10.2,8,2,0
5778,25,graduate professional education,17,9,71,8.9,0,18,0
5779,41,university,8,5,105,1,1,2,0
5780,27,graduate professional education,13,17,120,4.7,1,4,0
5781,40,high school,0,8,75,15.3,2,7,0
5782,33,high school,22,5,86,9.6,4,6,0
5783,29,high school,23,9,120,15.1,2,4,0
5784,41,high school,12,9,225,7.9,10,4,0
5785,36,high school,16,25,162,2.6,1,26,0
5786,31,university,18,10,259,4.8,6,11,0
5787,32,high school,0,7,98,6.2,7,4,0
5788,27,high school,7,7,240,1.7,1,18,0
5789,39,university,9,15,300,6,23,2,0
5790,40,high school,2,1,101,9.5,14,15,0
5791,33,high school,7,3,79,3,0,8,0
5792,31,high school,23,1,143,8.9,8,31,0
5793,31,high school,12,26,300,10.9,12,5,0
5794,31,university,12,1,98,3.6,1,6,0
5795,41,high school,15,1,120,3.2,0,4,0
5796,39,high school,8,14,195,1.3,0,2,0
5797,36,high school,12,9,105,14.3,4,7,0
5798,39,university,13,9,158,4.4,1,21,0
5799,23,0,7,7,98,8.5,1,13,0
5800,30,high school,4,6,116,6.3,8,10,0
5801,52,graduate professional education,14,21,90,13.3,0,11,0
5802,28,high school,16,9,282,4.1,37,7,0
5803,41,high school,16,2,177,8.7,2,4,0
5804,29,university,22,7,285,15.3,1,7,0
5805,24,high school,2,24,105,7.6,1,24,0
5806,40,high school,3,6,101,6.7,1,4,0
5807,32,university,11,16,98,2.5,1,11,0
5808,24,high school,23,2,79,7,1,19,0
5809,32,university,11,9,120,10.8,10,11,0
5810,37,high school,9,2,79,7.1,3,2,0
5811,28,high school,12,10,64,9.6,10,48,0
5812,27,university,19,9,361,23.3,2,17,0
5813,25,high school,3,9,443,3.7,10,2,0
5814,26,high school,15,8,131,3,2,9,0
5815,41,high school,3,13,75,3.4,15,12,0
5816,22,high school,4,21,199,6.9,1,2,0
5817,28,high school,6,0,169,7.9,2,4,0
5818,32,high school,6,0,169,11.7,26,5,0
5819,26,university,13,1,184,9.1,3,36,0
5820,39,high school,15,9,113,9.9,2,4,0
5821,27,university,5,0,101,1.2,4,13,0
5822,28,university,19,0,68,1.9,2,0,0
5823,45,high school,1,12,214,6.7,0,9,0
5824,48,0,12,23,195,4.5,2,5,0
5825,49,university,15,2,120,17.3,3,1,0
5826,35,0,10,16,116,19.2,1,3,0
5827,24,high school,4,9,94,5.6,3,2,0
5828,39,high school,18,9,154,6.7,3,11,0
5829,31,0,19,8,323,8,5,9,0
5830,40,high school,0,7,128,4.4,7,12,0
5831,41,high school,14,3,146,2.2,0,1,0
5832,52,university,16,1,154,14.5,3,18,0
5833,47,high school,11,0,116,12.9,1,9,0
5834,39,high school,4,0,105,8.9,1,7,0
5835,33,high school,19,6,131,3.6,0,3,0
5836,36,university,4,17,454,3.5,6,10,0
5837,23,high school,25,9,195,23.4,0,5,0
5838,34,high school,0,6,304,11.3,1,16,0
5839,48,high school,4,15,214,2.9,2,10,0
5840,45,high school,22,2,225,17.4,1,6,0
5841,43,high school,6,11,86,4.8,0,6,0
5842,21,graduate professional education,5,8,282,9,0,2,0
5843,34,high school,13,0,244,10.1,2,1,0
5844,41,high school,3,6,94,7.8,6,2,0
5845,29,high school,5,0,105,3.1,5,0,0
5846,36,high school,6,1,165,5.1,6,8,0
5847,37,university,15,23,86,5.3,12,8,0
5848,40,high school,3,20,188,5.3,4,2,0
5849,42,high school,0,9,180,12,1,12,0
5850,49,high school,1,17,131,3.1,2,3,0
5851,48,high school,2,3,376,7,0,7,0
5852,34,university,3,14,131,10.8,3,5,0
5853,34,high school,10,9,368,7.4,7,1,0
5854,38,high school,18,19,131,9.6,3,29,0
5855,41,high school,7,7,124,8,5,19,0
5856,45,high school,11,16,98,4.4,1,3,0
5857,37,high school,16,4,113,5.7,5,8,0
5858,27,high school,16,20,113,4.6,2,11,0
5859,41,university,13,0,158,7.2,2,3,0
5860,29,high school,11,9,451,7.7,1,7,0
5861,48,high school,16,8,597,3.2,1,10,0
5862,46,high school,6,5,124,1,1,13,0
5863,37,high school,2,3,60,4.4,1,7,0
5864,48,university,13,6,285,3.8,5,29,0
5865,41,high school,0,8,94,3.7,0,2,0
5866,27,university,15,3,334,2.7,1,5,0
5867,34,university,6,6,195,4.7,2,19,0
5868,39,high school,8,8,64,6.7,3,5,0
5869,48,graduate professional education,14,25,162,2.4,0,12,0
5870,39,university,1,17,300,6.7,5,8,0
5871,28,university,22,6,146,7.9,3,7,0
5872,23,university,18,22,83,0.7,3,4,0
5873,34,high school,1,8,225,9.5,5,7,0
5874,40,high school,13,9,86,6,12,28,0
5875,28,high school,0,1,128,3.6,1,5,0
5876,28,high school,8,3,98,3.2,9,3,0
5877,40,high school,9,5,146,11.7,1,1,0
5878,40,high school,17,1,376,7.8,0,9,0
5879,26,university,12,26,158,5.7,5,5,0
5880,42,university,9,6,60,5.2,2,32,0
5881,42,high school,21,9,90,2.9,1,5,0
5882,21,graduate professional education,24,1,282,9.4,17,3,0
5883,35,graduate professional education,5,4,225,0.7,6,9,0
5884,31,graduate professional education,8,1,105,1.7,2,23,0
5885,21,high school,12,2,146,13.3,6,5,0
5886,34,university,2,7,424,24.2,2,23,0
5887,46,high school,4,7,86,3,1,10,0
5888,41,university,13,5,98,6.7,2,9,0
5889,29,university,5,8,109,6.8,1,2,0
5890,29,high school,7,23,79,17.2,1,21,0
5891,41,graduate professional education,7,3,379,22.8,1,5,0
5892,41,graduate professional education,0,8,139,3.2,2,5,0
5893,29,graduate professional education,12,4,98,5.5,6,4,0
5894,33,high school,16,31,105,6.7,5,3,0
5895,26,high school,6,1,131,23.3,0,1,0
5896,28,graduate professional education,8,2,79,5.2,7,20,0
5897,32,high school,13,0,188,6.8,10,47,0
5898,24,university,17,14,203,4.4,4,2,0
5899,31,high school,13,1,240,5.3,1,20,0
5900,37,high school,1,2,120,11.7,2,19,0
5901,44,high school,10,3,120,6.3,8,20,0
5902,25,high school,5,16,105,4.5,4,2,0
5903,23,high school,6,2,105,1.7,2,6,0
5904,47,high school,12,4,83,15.6,2,9,0
5905,42,university,12,10,79,1.5,8,19,0
5906,47,high school,7,16,83,7.2,1,9,0
5907,23,high school,2,4,210,11.2,5,12,0
5908,36,university,16,3,165,12.1,3,1,0
5909,40,university,3,11,451,20.8,1,41,0
5910,29,university,0,6,124,14.4,0,9,0
5911,45,high school,13,10,162,8,2,2,0
5912,30,high school,7,9,60,5.1,3,0,0
5913,30,university,3,8,192,14.4,4,13,0
5914,33,high school,2,15,218,9,4,3,0
5915,36,graduate professional education,4,4,94,9.4,8,23,0
5916,23,high school,7,2,165,16.6,1,6,0
5917,24,graduate professional education,4,7,135,9.6,26,9,0
5918,26,0,9,7,75,5.7,5,3,0
5919,29,university,12,5,139,4.3,3,9,0
5920,41,high school,18,10,86,10,8,11,0
5921,36,high school,1,19,124,10.1,13,12,0
5922,38,high school,13,27,83,2.7,6,3,0
5923,29,high school,22,2,507,8.1,4,6,0
5924,32,graduate professional education,19,8,71,3.3,3,11,0
5925,26,university,13,14,94,0,3,18,0
5926,30,high school,0,6,86,7.6,7,6,0
5927,33,high school,0,16,131,13.3,1,15,0
5928,43,high school,4,7,376,11.4,1,37,0
5929,28,high school,4,4,169,10.6,0,20,0
5930,21,high school,4,3,64,5.8,3,4,0
5931,24,high school,7,15,120,12.9,0,1,0
5932,38,high school,5,9,64,12.5,1,1,0
5933,43,graduate professional education,11,2,146,3.2,4,5,0
5934,32,university,16,12,188,10,0,11,0
5935,28,high school,21,10,165,7.6,4,12,0
5936,50,university,2,1,128,8.8,20,7,0
5937,34,high school,9,14,86,2.4,5,37,0
5938,33,high school,12,6,116,3.6,4,9,0
5939,34,high school,13,17,98,4,2,16,0
5940,34,high school,13,10,109,17.1,5,16,0
5941,29,high school,3,16,120,5.2,4,6,0
5942,48,university,22,2,79,0,18,8,0
5943,49,high school,14,1,210,11.7,1,11,0
5944,33,high school,16,4,124,21,17,10,0
5945,29,high school,9,1,165,11,4,11,0
5946,33,university,20,19,240,2,1,11,0
5947,27,high school,8,10,222,10.2,2,3,0
5948,25,university,16,4,285,1,4,2,0
5949,41,graduate professional education,24,7,124,8.2,20,4,0
5950,39,high school,13,5,79,17.2,10,9,0
5951,28,high school,1,11,368,7.4,2,4,0
5952,22,graduate professional education,10,0,83,0.7,11,7,0
5953,45,university,12,16,98,18.7,3,13,0
5954,33,graduate professional education,15,11,169,19.2,4,8,0
5955,26,university,11,17,86,17.3,1,11,0
5956,42,university,0,10,128,2.2,17,8,0
5957,29,graduate professional education,15,0,94,5.8,4,4,0
5958,41,graduate professional education,17,15,424,3.2,8,10,0
5959,39,university,3,4,131,11.1,6,2,0
5960,25,0,9,1,304,7.6,2,4,0
5961,27,high school,10,25,79,5.3,1,9,0
5962,26,high school,15,14,203,18.8,0,5,0
5963,32,high school,23,26,590,5.1,2,7,0
5964,40,high school,19,4,195,4.1,6,3,0
5965,34,high school,1,5,192,3.7,6,1,0
5966,30,university,0,19,169,3.4,1,20,0
5967,26,high school,22,10,225,8.9,0,6,0
5968,32,high school,8,1,169,6,2,11,0
5969,37,high school,2,9,86,22.9,2,19,0
5970,35,university,9,2,124,5,2,1,0
5971,27,high school,9,4,240,7,1,5,0
5972,26,high school,2,4,68,8.9,0,32,0
5973,44,high school,15,7,94,7.8,2,3,0
5974,30,graduate professional education,0,6,60,4.9,2,37,0
5975,36,university,8,7,98,3.2,1,2,0
5976,36,high school,10,10,68,1.9,7,13,0
5977,31,high school,9,9,143,0,12,2,0
5978,40,high school,1,23,199,3.6,17,2,0
5979,39,university,3,1,233,12.8,4,10,0
5980,39,university,0,11,255,7.3,4,31,0
5981,34,graduate professional education,13,14,116,4.4,0,13,0
5982,34,high school,10,6,207,30.3,8,8,0
5983,40,high school,7,11,240,1.9,1,4,0
5984,29,university,0,22,94,8.2,18,54,0
5985,26,high school,0,13,94,4.4,17,4,0
5986,31,university,9,7,113,2.2,1,8,0
5987,39,university,1,2,177,1,0,7,0
5988,47,university,5,1,94,6.8,2,8,0
5989,32,university,6,1,94,18.6,1,2,0
5990,43,high school,16,2,225,14.5,1,4,0
5991,33,0,9,18,192,4.3,1,36,0
5992,40,high school,24,7,240,9.6,0,13,0
5993,42,high school,8,0,496,12.8,3,1,0
5994,26,university,6,3,86,7.1,3,12,0
5995,30,high school,17,8,131,14.5,10,1,0
5996,34,high school,2,12,225,10,15,35,0
5997,46,high school,0,1,94,9.6,2,3,0
5998,39,high school,3,13,113,15.1,0,5,0
5999,29,0,5,2,210,2.7,12,4,0
6000,45,university,5,8,240,3.4,2,7,0
6001,37,high school,6,12,79,9.6,2,4,0
6002,34,high school,4,1,131,7.8,36,1,0
6003,31,university,20,10,94,8.8,1,3,0
6004,21,graduate professional education,16,9,131,13.3,4,9,0
6005,36,university,12,2,165,9.6,2,7,0
6006,39,high school,15,19,165,6.7,3,5,0
6007,30,high school,2,1,79,7,20,69,0
6008,50,high school,15,8,113,3.7,1,8,0
6009,33,high school,9,14,86,13.8,0,9,0
6010,45,high school,13,0,105,5,3,13,0
6011,29,high school,11,22,293,2.5,2,9,0
6012,42,university,8,9,274,3.6,4,2,0
6013,41,high school,6,16,90,2.6,1,63,0
6014,43,high school,6,2,101,10.1,2,10,0
6015,26,high school,16,10,274,1.9,4,11,0
6016,28,high school,11,6,128,24.2,14,7,0
6017,29,high school,16,6,282,6.3,17,20,0
6018,27,0,1,16,83,6.7,8,27,0
6019,40,high school,13,14,590,6.2,10,4,0
6020,22,high school,10,4,64,9.5,0,3,0
6021,52,0,13,17,165,10.2,2,5,0
6022,32,university,4,6,229,4.7,9,13,0
6023,37,high school,10,10,240,16.3,3,35,0
6024,30,high school,12,10,225,4.2,8,8,0
6025,48,high school,9,9,162,4.8,6,9,0
6026,45,high school,9,25,188,3.7,1,3,0
6027,42,high school,6,1,98,2.1,3,12,0
6028,39,high school,8,19,376,2.9,2,35,0
6029,39,graduate professional education,2,0,113,13,2,8,0
6030,41,university,1,1,124,12.5,5,32,0
6031,41,high school,8,6,270,7,2,1,0
6032,54,0,5,22,94,26,2,1,0
6033,45,graduate professional education,6,26,436,14.5,6,1,0
6034,41,graduate professional education,6,22,105,5.8,4,7,0
6035,30,high school,12,1,334,13.3,0,7,0
6036,26,high school,13,20,120,6.3,3,8,0
6037,41,high school,7,5,94,6.3,14,9,0
6038,41,university,13,7,451,9.5,12,10,0
6039,32,university,11,4,71,4.6,3,10,0
6040,32,university,13,15,116,0,2,18,0
6041,34,university,16,2,368,13,7,6,0
6042,32,high school,2,0,60,18,6,8,0
6043,29,university,8,0,177,2.9,7,4,0
6044,48,high school,3,9,240,6.7,1,2,0
6045,36,university,4,9,225,3.2,11,1,0
6046,36,university,2,2,116,3.7,1,5,0
6047,40,university,0,5,169,1.7,0,4,0
6048,26,high school,16,19,240,10.9,8,5,0
6049,29,high school,3,2,105,17.6,1,5,0
6050,34,high school,21,18,128,19.9,10,4,0
6051,29,graduate professional education,4,14,158,13,2,47,0
6052,32,high school,9,16,146,7.3,1,4,0
6053,29,university,5,2,424,7.7,10,4,0
6054,30,university,15,4,218,13,6,7,0
6055,36,high school,7,3,75,9.5,2,7,0
6056,43,high school,13,1,83,8.2,1,4,0
6057,31,high school,3,16,285,11.6,14,4,0
6058,35,high school,12,1,86,18.8,1,12,0
6059,39,high school,3,5,79,1.3,1,10,0
6060,36,graduate professional education,9,16,376,21,5,6,0
6061,27,university,6,4,98,9.5,4,7,0
6062,37,high school,16,6,98,8.6,2,0,0
6063,25,high school,14,26,105,2,0,8,0
6064,41,high school,12,0,64,5.3,4,2,0
6065,29,high school,10,3,86,19.1,3,4,0
6066,36,0,10,2,158,8.8,5,7,0
6067,28,university,5,4,113,4.3,3,5,0
6068,40,high school,25,1,94,19.9,2,5,0
6069,28,high school,20,8,195,3.2,2,1,0
6070,36,university,4,8,376,5.9,2,2,0
6071,38,graduate professional education,18,19,79,5.2,2,29,0
6072,22,graduate professional education,12,4,199,6,8,2,0
6073,40,high school,13,3,98,2.9,5,27,0
6074,42,university,5,3,64,20.4,7,5,0
6075,32,university,7,4,64,15.4,2,4,0
6076,31,high school,2,14,109,7.9,6,1,0
6077,25,university,4,8,86,7.8,14,12,0
6078,44,high school,3,3,177,0,0,6,0
6079,35,high school,17,14,75,5.5,2,1,0
6080,38,university,0,8,64,5.6,0,12,0
6081,43,university,11,9,64,13,2,1,0
6082,27,high school,14,10,98,5.6,1,5,0
6083,52,university,21,6,128,11.6,1,9,0
6084,37,high school,4,1,158,17.4,3,12,0
6085,31,university,9,27,109,5.9,7,47,0
6086,34,high school,3,6,278,10.2,14,8,0
6087,22,high school,1,8,113,4.4,2,12,0
6088,32,high school,14,6,113,8.1,1,6,0
6089,39,high school,15,10,98,1.5,23,11,0
6090,33,0,1,1,150,15.1,2,4,0
6091,45,high school,4,13,173,6,1,7,0
6092,40,high school,0,6,394,2.6,8,0,0
6093,35,university,18,7,113,3.2,2,6,0
6094,40,university,1,10,135,8.5,0,9,0
6095,39,university,12,13,90,2,3,4,0
6096,36,high school,1,16,68,4.1,5,21,0
6097,24,university,0,8,195,10.8,1,27,0
6098,29,high school,10,8,169,13.2,1,10,0
6099,34,high school,12,17,94,12.8,14,8,0
6100,34,high school,22,9,188,1.2,5,5,0
6101,36,university,21,12,293,0.8,5,2,0
6102,21,high school,8,4,83,6.2,1,5,0
6103,27,high school,13,1,124,4.6,2,3,0
6104,28,high school,13,5,214,14.3,11,10,0
6105,36,high school,3,21,105,1.5,0,2,0
6106,23,0,11,6,207,2.1,1,18,0
6107,33,graduate professional education,2,8,98,3.4,1,4,0
6108,51,high school,1,0,101,12.5,2,1,0
6109,38,high school,5,2,120,2.2,20,3,0
6110,36,high school,7,16,169,7.9,1,13,0
6111,25,high school,8,7,105,15.4,1,4,0
6112,26,0,10,8,113,9.5,2,4,0
6113,24,high school,14,2,207,8.6,7,31,0
6114,25,university,13,9,135,9.5,8,5,0
6115,43,high school,2,8,146,15.6,2,0,0
6116,21,graduate professional education,7,0,143,20,15,2,0
6117,47,university,6,23,436,5.6,2,1,0
6118,35,high school,8,16,98,2.6,2,4,0
6119,45,high school,1,3,199,9.5,5,18,0
6120,35,graduate professional education,16,26,105,9.6,6,6,0
6121,29,high school,4,9,98,2.7,14,10,0
6122,40,high school,20,8,372,9.7,8,10,0
6123,50,0,22,6,98,15.7,6,18,0
6124,34,high school,15,21,68,5.8,1,7,0
6125,40,university,9,1,282,2.1,7,6,0
6126,36,high school,16,21,64,15.2,2,4,0
6127,25,university,5,6,300,17,20,14,0
6128,29,high school,3,7,165,18.8,4,2,0
6129,26,high school,19,22,60,23.3,2,1,0
6130,39,high school,17,26,278,5.3,17,11,0
6131,32,high school,1,2,94,3,3,7,0
6132,39,high school,14,22,376,6.1,8,7,0
6133,27,university,1,3,120,11,2,10,0
6134,30,high school,3,3,240,5,17,4,0
6135,27,university,21,3,101,12.2,4,4,0
6136,29,university,7,1,218,4.8,1,6,0
6137,39,high school,15,7,308,6.7,3,5,0
6138,47,high school,3,3,94,24.1,1,2,0
6139,42,high school,13,11,169,9.5,1,13,0
6140,48,university,8,7,222,7.4,3,27,0
6141,32,graduate professional education,19,10,64,2.6,8,14,0
6142,39,high school,20,2,64,10.8,12,2,0
6143,28,university,7,1,90,5.6,1,15,0
6144,28,high school,21,31,113,9.4,7,2,0
6145,45,high school,1,25,79,13.3,4,1,0
6146,32,high school,18,9,120,5.3,3,12,0
6147,46,high school,9,7,334,6.2,3,3,0
6148,39,graduate professional education,4,5,199,6.3,10,4,0
6149,31,university,4,6,173,14.5,2,7,0
6150,29,high school,16,0,139,5,1,3,0
